sample_id,Omega,P,Compression_ratio,Efficiency,Massflow
516,1792.17,360670.55,2.022445,0.860154,20.238675
517,1692.27,362711.15,1.936677,0.883521,19.315947
518,1649.25,374722.05,1.91902,0.865284,18.538118
519,1726.29,370157.55,2.029312,0.873196,19.832058
520,1766.07,371482.15,2.064558,0.85948,20.087136
521,1780.65,372430.85,2.075437,0.854419,20.130251
522,1733.13,364751.75,2.012539,0.8794,19.942298
523,1643.13,370515.55,1.906751,0.875669,18.632086
524,1646.73,368116.95,1.897126,0.86913,18.65102
525,1749.15,363874.65,2.020649,0.866634,20.062146
526,1667.79,367365.15,1.936562,0.869886,19.071625
527,1779.03,368761.35,2.059396,0.866598,20.163179
528,1670.13,366595.45,1.921162,0.877429,18.961394
529,1671.93,370605.05,1.95509,0.877769,19.08646
530,1635.03,375384.35,1.891277,0.871373,18.238089
531,1690.47,362138.35,1.973959,0.880578,19.719429
532,1674.99,375008.45,1.977433,0.871004,19.08421
533,1682.55,373486.95,1.941493,0.859746,18.808326
534,1644.39,368349.65,1.925381,0.882273,18.916699
535,1664.73,362639.55,1.922784,0.875294,19.190645
536,1632.69,363069.15,1.888038,0.875677,18.82385
537,1788.21,360402.05,2.044102,0.866124,20.475924
538,1687.41,362854.35,1.943719,0.87225,19.372913
539,1767.15,367096.65,2.056593,0.857719,20.236033
540,1671.75,369280.45,1.930768,0.883366,18.930556
541,1751.13,366309.05,2.042037,0.866227,20.147113
542,1766.61,376064.55,2.089452,0.857063,20.079263
543,1779.57,361905.65,2.057235,0.8647,20.524038
544,1768.77,371696.95,2.084948,0.864523,20.270499
545,1728.99,373021.55,2.036365,0.86794,19.745169
546,1677.87,365968.95,1.929026,0.878902,19.071123
547,1653.75,375455.95,1.938544,0.875239,18.688149
548,1705.23,363355.55,1.983018,0.883509,19.741695
549,1793.25,367991.65,2.071974,0.855991,20.307232
550,1636.29,362961.75,1.877888,0.88147,18.720813
551,1787.85,360688.45,2.039123,0.855095,20.403928
552,1682.01,366577.55,1.95837,0.867923,19.33051
553,1757.43,374614.65,2.057966,0.863697,19.865485
554,1729.53,373844.95,2.040401,0.875333,19.739478
555,1643.67,360276.75,1.886039,0.877625,18.940772
556,1777.59,374453.55,2.080417,0.853801,20.072232
557,1705.77,362406.85,1.973374,0.87307,19.685543
558,1737.99,365431.95,2.019232,0.875427,19.955621
559,1721.97,368976.15,1.988664,0.866357,19.483177
560,1794.87,364357.95,2.075979,0.858757,20.560533
561,1778.13,360992.75,2.055719,0.868583,20.560385
562,1719.81,366344.85,2.004589,0.876316,19.791918
563,1790.73,373755.45,2.105818,0.861202,20.355581
564,1648.53,371016.75,1.910899,0.87074,18.637072
565,1675.71,369083.55,1.963515,0.883305,19.249616
566,1689.21,367311.45,1.976286,0.884196,19.469689
567,1764.45,374077.65,2.065924,0.867747,19.950364
568,1727.55,371231.55,2.006468,0.863317,19.540452
569,1642.23,369638.45,1.894167,0.865296,18.546287
570,1730.25,365467.75,2.001973,0.879208,19.80729
571,1637.55,371768.55,1.898262,0.866546,18.481972
572,1743.21,375133.75,2.043616,0.855099,19.696296
573,1629.27,360169.35,1.86693,0.881123,18.765598
574,1781.37,371177.85,2.073463,0.856803,20.171295
575,1714.05,374865.25,2.015241,0.874922,19.444547
576,1637.73,361332.85,1.882136,0.884816,18.854111
577,1764.81,372502.45,2.041353,0.863339,19.785302
578,1785.69,363445.05,2.04472,0.857194,20.301445
579,1673.19,369871.15,1.930559,0.863978,18.889815
580,1759.95,366434.35,2.035117,0.868748,20.069041
581,1736.19,360079.85,2.000078,0.877993,20.068044
582,1685.61,359059.55,1.929524,0.879735,19.439243
583,1744.11,360455.75,2.015084,0.880116,20.192487
584,1661.13,372985.75,1.948167,0.87438,18.901916
585,1692.81,365539.35,1.963456,0.875405,19.426578
586,1714.77,360652.65,1.987663,0.882896,19.93115
587,1642.59,365825.75,1.883642,0.871412,18.640842
588,1726.65,371947.55,2.014941,0.876617,19.591371
589,1758.87,367275.65,2.015597,0.859466,19.814216
590,1651.95,374041.85,1.921329,0.86272,18.585851
591,1635.93,372395.05,1.898816,0.872781,18.459989
592,1681.29,366702.85,1.936417,0.871761,19.108219
593,1780.29,367347.25,2.070561,0.86804,20.353082
594,1746.81,367633.65,2.03429,0.853826,19.988474
595,1696.95,371195.75,1.977537,0.876039,19.267459
596,1743.75,372574.05,2.0604,0.865771,19.985119
597,1709.55,376547.85,2.006478,0.868739,19.275201
598,1743.93,365038.15,2.027747,0.871704,20.085975
599,1721.79,364715.95,2.003266,0.875459,19.856955
600,1763.37,363999.95,2.053734,0.864474,20.382412
601,1797.03,359184.85,2.05284,0.865643,20.62523
602,1680.57,368367.55,1.960554,0.87629,19.255467
603,1749.69,360706.35,2.010893,0.868124,20.136184
604,1668.87,368779.25,1.922164,0.860748,18.850815
605,1620.63,367723.15,1.865235,0.881632,18.363122
606,1717.47,367937.95,2.001538,0.874263,19.676947
607,1684.53,364554.85,1.966686,0.873598,19.513723
608,1652.67,366326.95,1.923445,0.875382,19.011216
609,1734.75,370211.25,2.030408,0.868015,19.830983
610,1735.47,363015.45,2.021869,0.876067,20.132423
611,1769.67,362227.85,2.030102,0.859531,20.237316
612,1650.87,365700.45,1.922527,0.880192,19.028074
613,1771.83,361959.35,2.041851,0.873894,20.376742
614,1767.33,372645.65,2.070447,0.865017,20.078291
615,1745.19,370801.95,2.04067,0.872406,19.900827
616,1730.61,376297.25,2.033981,0.870907,19.551264
617,1677.15,359668.15,1.930185,0.884558,19.402236
618,1783.71,365199.25,2.04517,0.852104,20.21396
619,1628.19,374256.65,1.886534,0.869639,18.252769
620,1721.61,371858.05,2.023631,0.874341,19.686343
621,1653.39,370318.65,1.920948,0.866325,18.774422
622,1776.69,374006.05,2.091472,0.861206,20.20509
623,1703.97,374435.65,2.006989,0.870798,19.395551
624,1766.97,363051.25,2.029701,0.85894,20.198016
625,1743.39,370622.95,2.037343,0.87907,19.861773
626,1760.67,363391.35,2.034716,0.862982,20.233738
627,1754.91,363820.95,2.02342,0.865795,20.095589
628,1758.69,367544.15,2.039411,0.864297,20.043274
629,1659.51,373290.05,1.914131,0.851883,18.55529
630,1746.63,363695.65,2.019779,0.877649,20.077299
631,1694.97,369960.65,1.974682,0.865174,19.301402
632,1762.65,375903.45,2.060146,0.853676,19.806322
633,1621.35,374185.05,1.887558,0.866897,18.255143
634,1662.93,359417.55,1.902089,0.882873,19.155425
635,1705.41,363212.35,1.97145,0.886348,19.638775
636,1631.43,362925.95,1.879078,0.876726,18.738406
637,1718.91,375241.15,2.017623,0.872084,19.442333
638,1755.99,363230.25,2.038582,0.867649,20.277439
639,1701.27,361547.65,1.966847,0.873287,19.674816
640,1709.73,375617.05,2.01972,0.876523,19.447637
641,1737.81,373057.35,2.052969,0.869765,19.9058
642,1631.79,367007.15,1.869086,0.875175,18.432339
643,1675.17,362478.45,1.920528,0.877457,19.168684
644,1710.99,370461.85,2.008237,0.868308,19.611398
645,1707.03,372054.95,1.986995,0.866936,19.318697
646,1671.57,365485.65,1.931297,0.886242,19.128698
647,1772.55,371983.35,2.064304,0.852013,20.039085
648,1734.57,365270.85,2.012703,0.865745,19.921851
649,1701.45,367132.45,1.96186,0.877813,19.332985
650,1667.25,359256.45,1.911829,0.883564,19.246563
651,1755.63,374668.35,2.052453,0.861058,19.797883
652,1774.35,362782.75,2.030236,0.858536,20.207656
653,1715.49,361422.35,1.978637,0.879577,19.800629
654,1763.91,371392.65,2.057227,0.862904,20.020525
655,1715.85,363337.65,1.997876,0.883175,19.880637
656,1691.73,375760.25,1.990154,0.875903,19.168706
657,1743.57,376154.05,2.058488,0.867574,19.787378
658,1723.59,360223.05,1.980025,0.875048,19.870415
659,1703.07,368439.15,1.974209,0.881224,19.379834
660,1761.03,364089.45,2.029815,0.870184,20.140873
661,1762.29,367025.05,2.048758,0.863557,20.167419
662,1772.19,359972.45,2.019464,0.853244,20.258021
663,1698.57,362084.65,1.973059,0.873551,19.700358
664,1644.75,370855.65,1.909763,0.866697,18.63451
665,1742.13,364823.35,2.014591,0.874252,19.966377
666,1688.49,372753.05,1.959817,0.864603,19.013225
667,1796.67,368815.05,2.072104,0.855463,20.277748
668,1709.19,372556.15,1.989303,0.864783,19.302964
669,1685.07,359900.85,1.952578,0.891381,19.632255
670,1765.71,375975.05,2.083607,0.86266,20.027006
671,1762.11,372126.55,2.060372,0.854847,20.012035
672,1690.65,366362.75,1.96328,0.868941,19.380684
673,1788.57,371213.65,2.081796,0.855488,20.250582
674,1624.77,365879.45,1.879119,0.887013,18.597498
675,1666.53,368009.55,1.926728,0.871866,18.945959
676,1752.39,370121.75,2.043639,0.867156,19.961317
677,1733.31,363104.95,2.001965,0.884404,19.940247
678,1625.49,359095.35,1.851191,0.873709,18.659363
679,1761.93,360097.75,2.02084,0.865681,20.259095
680,1697.49,363516.65,1.976544,0.88415,19.665949
681,1665.99,361010.65,1.937874,0.881878,19.424509
682,1647.45,367562.05,1.908644,0.878714,18.801161
683,1724.49,365002.35,2.011681,0.88181,19.929658
684,1682.91,375223.25,1.954865,0.869491,18.850565
685,1641.87,373111.05,1.909427,0.877584,18.525831
686,1691.37,364644.35,1.975388,0.868275,19.590592
687,1738.71,374399.85,2.047778,0.873739,19.78558
688,1786.95,359524.95,2.028855,0.866415,20.365669
689,1736.37,366523.85,2.017352,0.874834,19.895978
690,1735.29,374757.85,2.020163,0.858644,19.4868
691,1659.15,367257.75,1.931785,0.877021,19.029028
692,1620.81,369352.05,1.869498,0.858439,18.31881
693,1659.69,365521.45,1.91624,0.867219,18.971972
694,1627.65,367973.75,1.865759,0.865804,18.344446
695,1777.05,360885.35,2.040988,0.85628,20.43028
696,1782.99,375634.95,2.075574,0.84899,19.947776
697,1769.85,375778.15,2.076025,0.859173,19.966216
698,1749.33,374811.55,2.067896,0.8692,19.950161
699,1702.89,373343.75,1.997516,0.871055,19.347577
700,1632.87,366613.35,1.886114,0.870431,18.626712
701,1707.21,362532.15,1.986174,0.877443,19.806892
702,1759.23,363856.75,2.029175,0.861877,20.146799
703,1645.11,372233.95,1.893189,0.862494,18.398023
704,1754.37,370909.35,2.041666,0.859439,19.892112
705,1660.95,372269.75,1.91941,0.875577,18.652658
706,1790.37,368671.85,2.064959,0.855609,20.224282
707,1699.83,360777.95,1.97101,0.88054,19.7632
708,1678.41,366935.55,1.961986,0.870204,19.347339
709,1712.79,376225.65,2.012115,0.876855,19.334164
710,1687.05,361672.95,1.96493,0.8781,19.6601
711,1692.63,360187.25,1.956331,0.880051,19.645618
712,1742.31,365682.55,2.018498,0.876446,19.944251
713,1798.11,366416.45,2.078094,0.870236,20.475016
714,1655.37,360849.55,1.905804,0.876142,19.111624
715,1791.81,372770.95,2.078794,0.854357,20.129971
716,1703.79,362066.75,1.970707,0.889474,19.691946
717,1649.43,372932.05,1.925465,0.867675,18.686527
718,1755.81,371893.85,2.0623,0.875771,20.049995
719,1622.79,374739.95,1.886893,0.879853,18.233377
720,1753.47,365807.85,2.029732,0.879745,20.046041
721,1738.35,375992.95,2.05857,0.865475,19.796579
722,1750.05,369978.55,2.032441,0.858446,19.851272
723,1712.43,369155.15,1.992319,0.867728,19.524773
724,1638.63,367705.25,1.902367,0.885464,18.729787
725,1665.45,363266.05,1.911443,0.871567,19.042649
726,1672.47,369423.65,1.934318,0.873518,18.94803
727,1779.21,368206.45,2.078241,0.856899,20.393105
728,1775.97,369190.95,2.074883,0.873425,20.301717
729,1757.07,368582.35,2.058507,0.861796,20.181986
730,1669.77,364286.35,1.953286,0.880171,19.394892
731,1797.93,373594.35,2.085312,0.851472,20.148362
732,1692.45,372037.05,1.986852,0.867719,19.325542
733,1631.97,361028.55,1.885865,0.876255,18.903915
734,1623.15,371679.05,1.861218,0.865351,18.115795
735,1668.51,366899.75,1.944325,0.880656,19.180651
736,1756.17,360831.65,2.018009,0.861872,20.197074
737,1647.99,376458.35,1.902669,0.870557,18.295065
738,1694.43,370569.25,1.990237,0.874494,19.432763
739,1701.63,369119.35,1.977381,0.860597,19.382368
740,1681.83,366201.65,1.941408,0.874605,19.169485
741,1706.13,366058.45,1.984135,0.883029,19.607707
742,1624.41,361637.15,1.861096,0.881346,18.632323
743,1665.09,362550.05,1.927936,0.881321,19.239823
744,1660.41,364411.65,1.935256,0.878608,19.217461
745,1795.59,375044.25,2.095466,0.867621,20.189642
746,1700.91,370247.05,1.965098,0.874756,19.201033
747,1634.13,368170.65,1.897511,0.880185,18.653303
748,1667.61,366452.25,1.937646,0.870524,19.138429
749,1788.93,371553.75,2.066334,0.851404,20.073527
750,1676.79,365396.15,1.941774,0.870594,19.231394
751,1640.79,367812.65,1.895352,0.874445,18.650738
752,1654.47,359578.65,1.90937,0.873956,19.214288
753,1623.51,375813.95,1.887755,0.870506,18.187858
754,1798.65,373809.15,2.093309,0.849553,20.228118
755,1622.43,374578.85,1.886373,0.871633,18.230652
756,1788.75,374596.75,2.085942,0.861285,20.103852
757,1780.11,361995.15,2.052478,0.865157,20.485568
758,1627.11,360921.15,1.871863,0.869669,18.766358
759,1755.09,375867.65,2.076043,0.872825,19.969126
760,1713.87,366720.75,2.012787,0.877226,19.843762
761,1633.77,374883.15,1.892169,0.861212,18.270377
762,1699.65,361135.95,1.963495,0.87889,19.675153
763,1759.41,366094.25,2.029801,0.868585,20.041906
764,1650.51,372788.85,1.905338,0.854015,18.490431
765,1739.43,367400.95,2.037165,0.877163,20.04319
766,1697.13,367920.05,1.984302,0.882122,19.514693
767,1765.35,369173.05,2.040731,0.860495,19.970428
768,1730.43,370587.15,2.032574,0.8765,19.832549
769,1656.27,366076.35,1.905372,0.865684,18.831608
770,1795.95,363838.85,2.078046,0.860665,20.624724
771,1697.31,363248.15,1.94575,0.874269,19.375309
772,1752.57,370336.55,2.03968,0.871691,19.916014
773,1695.69,360366.25,1.956258,0.882211,19.646027
774,1638.45,367078.75,1.885242,0.869004,18.582881
775,1626.93,364590.65,1.860581,0.86464,18.473728
776,1676.25,366291.15,1.951433,0.884357,19.284445
777,1750.23,373773.35,2.053424,0.86732,19.853561
778,1785.33,376494.15,2.084607,0.858116,19.999559
779,1666.71,360437.85,1.933305,0.887393,19.409113
780,1663.11,359202.75,1.9181,0.87583,19.32161
781,1690.83,364017.85,1.954612,0.87588,19.422788
782,1760.49,370050.15,2.041297,0.861499,19.928202
783,1645.47,368224.35,1.907425,0.875139,18.752332
784,1698.93,365861.55,1.975592,0.873511,19.521043
785,1722.33,369101.45,2.021706,0.876304,19.81299
786,1756.53,362102.55,2.013625,0.86941,20.090709
787,1716.75,376082.45,2.03908,0.868318,19.619683
788,1748.25,364805.45,2.012615,0.864352,19.922013
789,1740.33,361314.95,2.012228,0.874287,20.126261
790,1753.29,361726.65,2.03494,0.869998,20.323999
791,1766.79,361583.45,2.023168,0.855944,20.211862
792,1687.95,370354.45,1.986991,0.876264,19.400388
793,1621.53,364250.55,1.866458,0.873416,18.542571
794,1647.81,365091.85,1.895433,0.873933,18.792936
795,1670.85,374364.05,1.932812,0.857588,18.686765
796,1774.71,361476.05,2.03001,0.865836,20.277751
797,1719.63,373039.45,2.011104,0.871539,19.495958
798,1729.71,359650.25,2.006754,0.869216,20.174759
799,1717.29,359882.95,1.979923,0.879824,19.889271
800,1629.63,374990.55,1.884489,0.872848,18.186345
801,1651.23,367687.35,1.882471,0.866568,18.534062
802,1744.83,370085.95,2.051675,0.875298,20.046714
803,1700.73,366130.05,1.990096,0.872517,19.663877
804,1736.55,372609.85,2.028021,0.865355,19.665476
805,1732.77,372412.95,2.024639,0.871484,19.644135
806,1645.83,370443.95,1.904446,0.864659,18.606751
807,1689.03,375509.65,1.992959,0.865637,19.203974
808,1725.03,373325.85,2.013907,0.869164,19.499751
809,1781.55,364214.75,2.038934,0.858893,20.21175
810,1676.43,369011.95,1.945277,0.874217,19.074596
811,1704.15,376207.75,1.990718,0.867188,19.130442
812,1631.61,364501.15,1.869202,0.873592,18.560573
813,1734.21,358862.65,2.002924,0.875566,20.166352
814,1763.73,372180.25,2.052124,0.86226,19.924139
815,1685.25,364447.45,1.96085,0.890912,19.461611
816,1780.47,371911.75,2.080559,0.864081,20.208886
817,1670.31,363606.15,1.92295,0.883737,19.125197
818,1676.97,361834.05,1.94441,0.884705,19.439701
819,1691.55,365789.95,1.962494,0.868631,19.412559
820,1757.97,365951.05,2.02847,0.862964,20.026447
821,1658.43,372287.65,1.926482,0.859301,18.721866
822,1723.77,361404.45,1.998546,0.881484,19.992599
823,1705.59,366040.55,1.99279,0.877876,19.696717
824,1660.59,360133.55,1.911485,0.875879,19.199551
825,1746.99,370819.85,2.04627,0.860805,19.943215
826,1723.41,374829.45,2.025901,0.872852,19.558982
827,1648.71,366488.05,1.900376,0.883112,18.772529
828,1679.13,361440.25,1.956301,0.890752,19.582926
829,1673.91,375402.25,1.956484,0.861867,18.863004
830,1702.53,361100.15,1.97114,0.889597,19.739551
831,1660.05,373361.65,1.910243,0.865698,18.511089
832,1740.69,370980.95,2.016244,0.863264,19.649919
833,1687.59,373146.85,1.950757,0.870086,18.91081
834,1695.15,359381.75,1.949415,0.88136,19.612874
835,1716.21,362943.85,1.988197,0.873993,19.802258
836,1644.03,359399.65,1.895853,0.889673,19.089649
837,1645.65,365575.15,1.907999,0.88667,18.884009
838,1745.37,369334.15,2.056135,0.864197,20.119692
839,1682.19,369853.25,1.960598,0.87113,19.181606
840,1734.03,359775.55,2.009811,0.877633,20.199244
841,1771.47,359363.85,1.992806,0.867694,20.018141
842,1671.03,363301.85,1.947576,0.878524,19.398648
843,1631.25,373988.15,1.905535,0.868351,18.444859
844,1708.11,372860.45,2.002099,0.871405,19.432267
845,1739.79,367150.35,2.020689,0.870795,19.892464
846,1792.53,374471.45,2.082385,0.847075,20.065899
847,1645.29,361887.75,1.886446,0.874147,18.870248
848,1704.87,370139.65,1.998719,0.881145,19.530645
849,1732.95,366147.95,2.008463,0.873184,19.821198
850,1761.57,375348.55,2.073387,0.853158,19.95677
851,1737.09,368797.15,2.036211,0.878556,19.95909
852,1692.09,368743.45,1.964228,0.862685,19.259823
853,1775.79,373701.75,2.081552,0.85888,20.120656
854,1792.35,375330.65,2.100903,0.847849,20.212094
855,1701.09,361655.05,1.970157,0.881924,19.699245
856,1634.49,360974.85,1.878272,0.889217,18.825683
857,1660.77,372144.45,1.937275,0.871135,18.845955
858,1773.09,358934.25,2.010766,0.859889,20.218641
859,1764.99,375599.15,2.077353,0.862687,19.991796
860,1649.07,374023.95,1.902666,0.852759,18.410894
861,1678.23,359113.25,1.946564,0.881553,19.61092
862,1787.31,373200.55,2.09208,0.861601,20.242369
863,1638.09,375062.15,1.906031,0.867788,18.399908
864,1745.91,365897.35,2.009024,0.870298,19.845973
865,1680.03,368725.55,1.970129,0.872922,19.335312
866,1730.97,369584.75,2.026896,0.867368,19.827111
867,1700.01,364948.65,1.975083,0.873719,19.569279
868,1664.91,371249.45,1.92865,0.865189,18.804757
869,1797.75,362729.05,2.069281,0.858624,20.575273
870,1699.47,369889.05,1.988439,0.876604,19.451587
871,1710.27,360008.25,1.986185,0.869803,19.947191
872,1770.75,363624.05,2.023517,0.865525,20.090177
873,1755.45,376010.85,2.072994,0.858905,19.926949
874,1627.83,362263.65,1.86158,0.875687,18.600125
875,1644.57,359739.75,1.879747,0.878366,18.909592
876,1763.55,366219.55,2.032086,0.873581,20.045748
877,1791.27,374274.55,2.116712,0.861661,20.432515
878,1686.87,373558.55,1.985473,0.879803,19.235234
879,1786.23,371625.35,2.065405,0.851491,20.08578
880,1772.91,360598.95,2.034582,0.86717,20.371982
881,1622.61,359865.05,1.828482,0.870808,18.389661
882,1685.43,362764.85,1.956541,0.874506,19.502987
883,1651.59,367526.25,1.892587,0.865705,18.631799
884,1718.73,364143.15,1.995006,0.886057,19.79618
885,1750.41,375831.85,2.063285,0.879963,19.851367
886,1712.97,374292.45,2.011707,0.872261,19.442582
887,1751.31,359149.05,2.013596,0.866795,20.253199
888,1635.75,365503.55,1.888007,0.877405,18.697063
889,1709.91,375885.55,2.00147,0.86522,19.255105
890,1714.23,360061.95,1.978237,0.886412,19.861876
891,1698.21,371804.35,2.002504,0.872625,19.486596
892,1647.27,376189.85,1.926675,0.865618,18.534224
893,1782.45,369226.75,2.088719,0.869849,20.437076
894,1677.33,371303.15,1.948016,0.872847,18.990093
895,1638.27,362388.95,1.906865,0.883195,19.048035
896,1657.35,373612.25,1.900981,0.86133,18.408248
897,1731.51,360509.45,1.993326,0.871716,19.979978
898,1708.29,376350.95,1.992909,0.862527,19.158635
899,1774.17,376386.75,2.089166,0.858955,20.047672
900,1793.07,365127.65,2.061954,0.846362,20.383907
901,1722.15,362979.65,1.983957,0.874489,19.762537
902,1680.39,361279.15,1.940846,0.886111,19.438653
903,1713.51,370408.15,2.016823,0.87345,19.693717
904,1654.65,368904.55,1.905995,0.872767,18.695657
905,1746.27,373272.15,2.04029,0.860877,19.764935
906,1749.51,359328.05,2.002118,0.864236,20.11554
907,1626.57,368618.15,1.862649,0.86903,18.282157
908,1752.03,367042.95,2.040131,0.863126,20.083386
909,1710.09,370533.45,2.00291,0.876199,19.54827
910,1655.19,375527.55,1.934475,0.865418,18.65085
911,1740.87,373504.85,2.050957,0.877201,19.854697
912,1709.37,371732.75,1.997143,0.867694,19.437745
913,1675.89,376637.35,1.96414,0.859514,18.874226
914,1657.53,363534.55,1.90965,0.883953,19.009246
915,1669.95,361744.55,1.92743,0.881052,19.276855
916,1685.97,372001.25,1.957572,0.864003,19.038808
917,1757.61,368260.15,2.052951,0.861603,20.138076
918,1725.93,362693.25,2.009532,0.870255,20.028161
919,1725.39,358987.95,1.990154,0.87596,20.038319
920,1798.29,363731.45,2.065098,0.859836,20.483508
921,1766.43,366559.65,2.041152,0.874878,20.119125
922,1733.49,368045.35,2.00932,0.863826,19.739143
923,1633.23,372591.95,1.880583,0.871889,18.266793
924,1772.01,375097.95,2.052913,0.852083,19.758573
925,1720.89,362890.15,1.993986,0.871024,19.866836
926,1654.11,359596.55,1.92382,0.879979,19.358586
927,1723.95,362997.55,2.000619,0.88069,19.929338
928,1731.33,365646.75,2.014309,0.874304,19.915543
929,1715.67,363964.15,1.997787,0.887152,19.845694
930,1726.47,363194.45,2.003624,0.878207,19.941824
931,1750.77,364680.15,2.008201,0.869954,19.887725
932,1783.89,364429.55,2.060625,0.864631,20.422664
933,1786.05,373433.25,2.081409,0.850945,20.124817
934,1704.69,372251.85,2.006544,0.876556,19.491254
935,1798.83,369656.35,2.072776,0.853296,20.248725
936,1764.09,373880.75,2.084891,0.870687,20.153082
937,1760.85,372914.15,2.06193,0.861344,19.971106
938,1651.41,359954.55,1.91091,0.886768,19.205314
939,1756.35,360813.75,2.015974,0.876417,20.183577
940,1621.17,375366.45,1.883394,0.865227,18.163074
941,1700.55,364268.45,1.970691,0.883093,19.563924
942,1706.85,361207.55,1.964732,0.872034,19.669638
943,1631.07,359507.05,1.860287,0.877494,18.725438
944,1730.79,360581.05,2.002759,0.876113,20.08041
945,1621.89,373254.25,1.85686,0.863143,18.007777
946,1711.89,373075.25,2.00626,0.861389,19.443625
947,1663.29,370784.05,1.950424,0.864187,19.037074
948,1636.47,369548.95,1.909527,0.889853,18.710011
949,1771.65,366774.45,2.038279,0.867073,20.063229
950,1678.77,366470.15,1.95334,0.881459,19.292983
951,1670.67,372484.55,1.952028,0.871959,18.967581
952,1741.77,365718.35,2.023079,0.866531,19.989405
953,1759.05,365593.05,2.027566,0.87125,20.031498
954,1776.51,363283.95,2.03565,0.847394,20.224865
955,1747.71,373827.05,2.041755,0.870196,19.73951
956,1741.23,364966.55,2.033558,0.868119,20.142723
957,1658.97,372019.15,1.924686,0.866207,18.714582
958,1637.91,371929.65,1.874144,0.870928,18.233477
959,1690.11,371714.85,1.977171,0.881054,19.246122
960,1649.97,370551.35,1.901646,0.87421,18.574129
961,1782.09,367060.85,2.071308,0.861863,20.365546
962,1792.89,362567.95,2.054317,0.861748,20.453516
963,1693.71,367830.55,1.965753,0.875351,19.339143
964,1739.61,368600.25,2.029321,0.880985,19.90231
965,1663.47,360903.25,1.942906,0.885171,19.481792
966,1789.83,362120.45,2.09096,0.861476,20.843158
967,1799.73,359829.25,2.06431,0.859675,20.708315
968,1741.05,374954.75,2.04796,0.874074,19.738273
969,1624.95,369531.05,1.871055,0.863414,18.324601
970,1757.79,370676.65,2.039533,0.858956,19.889414
971,1657.17,364375.85,1.90345,0.867609,18.905272
972,1700.19,370103.85,2.00304,0.878349,19.579383
973,1694.79,366505.95,1.955845,0.871982,19.299284
974,1721.25,372842.55,2.020489,0.861062,19.608342
975,1665.27,362424.75,1.920407,0.87252,19.173492
976,1786.77,366183.75,2.063001,0.860466,20.352906
977,1656.63,364107.35,1.923606,0.882204,19.116673
978,1724.31,370193.35,2.020276,0.876231,19.739294
979,1717.65,361923.55,1.985332,0.873484,19.827005
980,1731.69,366863.95,2.024678,0.874912,19.954981
981,1636.83,361708.75,1.868253,0.869301,18.693761
982,1639.89,368403.35,1.896379,0.869076,18.636913
983,1629.81,370891.45,1.87782,0.871883,18.323352
984,1770.21,365736.25,2.036749,0.854049,20.098487
985,1643.31,363785.15,1.871937,0.871465,18.62225
986,1727.91,364626.45,1.997469,0.876326,19.79662
987,1728.45,365557.25,2.003316,0.862977,19.803648
988,1683.09,370927.25,1.955759,0.86472,19.073299
989,1763.19,364304.25,2.048979,0.862775,20.319981
990,1778.85,376136.15,2.093506,0.866746,20.120774
991,1791.63,362746.95,2.053933,0.862948,20.432113
992,1666.35,367329.35,1.912721,0.860022,18.843822
993,1722.69,375545.45,2.035304,0.869876,19.609154
994,1764.27,359918.75,2.024074,0.874372,20.312511
995,1784.61,370390.25,2.074889,0.857944,20.247158
996,1769.13,374346.15,2.071792,0.856619,19.996618
997,1720.35,369602.65,2.02515,0.866183,19.814749
998,1692.99,374095.55,1.985851,0.868073,19.207165
999,1637.37,359489.15,1.893306,0.88588,19.064436
