gen,design_id,Efficiency,Massflow,Compression_ratio
90,43,0.91422385,19.888103,2.0036373
90,44,0.9138425,19.916918,2.0062082
90,45,0.875556,21.524958,2.0950744
90,46,0.8744212,21.551376,2.093003
90,47,0.90886474,20.253502,2.0315678
90,48,0.9064225,20.377596,2.0445745
90,49,0.8938777,20.982687,2.0595944
90,50,0.9046129,20.474398,2.0549233
90,51,0.89760035,20.806858,2.0703526
90,52,0.88361675,21.289639,2.0994482
90,53,0.90527326,20.418451,2.0495276
90,54,0.88333553,21.303785,2.0988357
90,55,0.9094176,20.194569,2.0325503
90,56,0.888719,21.134922,2.0749876
90,57,0.9065184,20.361874,2.0462217
90,58,0.9089333,20.230669,2.029312
90,59,0.8922651,21.028547,2.0638256
90,60,0.8827815,21.316122,2.099415
90,61,0.9031385,20.551302,2.0590684
90,62,0.87671995,21.490904,2.1012354
90,63,0.90985316,20.176262,2.0308173
90,64,0.9116187,20.06895,2.0183182
90,65,0.90926623,20.212011,2.022162
90,66,0.90262246,20.579432,2.058547
90,67,0.8961877,20.866302,2.075518
90,68,0.87847835,21.417244,2.1017654
90,69,0.8981646,20.783186,2.0654624
90,70,0.90063715,20.682823,2.0585477
90,71,0.91016626,20.16934,2.0288022
90,72,0.8969525,20.811293,2.0768712
90,73,0.9043548,20.484539,2.0568616
90,74,0.89663976,20.865364,2.0739791
90,75,0.87643623,21.494225,2.0966582
90,76,0.9029045,20.558382,2.0543287
90,77,0.8779485,21.431652,2.0971684
90,78,0.89490044,20.930403,2.0832934
90,79,0.88230336,21.318863,2.0981874
90,80,0.89910805,20.753794,2.0591166
90,81,0.89443314,20.95626,2.0594862
90,82,0.89799273,20.79179,2.065067
90,83,0.90080154,20.644278,2.072271
90,84,0.88913614,21.124422,2.0831091
90,85,0.9006735,20.670837,2.057666
90,86,0.8946454,20.941345,2.059037
90,87,0.90397584,20.513216,2.0563993
90,88,0.9139282,19.893917,2.0042229
90,89,0.8987178,20.766836,2.0611026
90,90,0.8895662,21.107126,2.0628738
90,91,0.8933864,21.004316,2.0810494
90,92,0.8883954,21.152739,2.0833075
90,93,0.89556265,20.908678,2.0791962
90,94,0.8934173,21.00283,2.0809338
90,95,0.9011092,20.623674,2.057664
90,96,0.895426,20.925026,2.0795622
90,97,0.91095734,20.101292,2.0195663
90,98,0.89665264,20.834751,2.0538707
90,99,0.88575995,21.236519,2.08867
100,0,0.87099886,21.599665,2.0847952
100,1,0.9152138,19.768423,1.9941981
100,2,0.8735632,21.593283,2.0948188
100,3,0.8773836,21.491732,2.1035984
100,4,0.8710468,21.59629,2.0849702
100,5,0.87610066,21.515957,2.0978613
100,6,0.9147111,19.834045,1.9999782
100,7,0.9051655,20.448456,2.0536308
100,8,0.89626735,20.872955,2.0706096
100,9,0.886669,21.223774,2.0792177
100,10,0.90442896,20.506264,2.0541005
100,11,0.90653265,20.37469,2.0434928
100,12,0.8875661,21.190805,2.0817354
100,13,0.91424996,19.887053,2.0035813
100,14,0.88412917,21.295126,2.081334
100,15,0.90481085,20.485474,2.0532646
100,16,0.8955442,20.900824,2.0545466
100,17,0.91516274,19.815159,1.9986583
100,18,0.8781542,21.446665,2.0976791
100,19,0.91016626,20.16934,2.0288022
100,20,0.90691245,20.339197,2.044527
100,21,0.8829866,21.322367,2.0996919
100,22,0.88037914,21.35958,2.103572
100,23,0.9130501,19.978119,2.0092113
100,24,0.89399403,20.988129,2.0623949
100,25,0.8797692,21.38275,2.0927694
100,26,0.885588,21.244715,2.0781622
100,27,0.8739272,21.56243,2.0923429
100,28,0.9035497,20.52768,2.0566266
100,29,0.9093573,20.234383,2.0357728
100,30,0.8775871,21.46206,2.100619
100,31,0.90786356,20.272284,2.0452182
100,32,0.91255546,20.028452,2.0169065
100,33,0.9011809,20.632277,2.071587
100,34,0.88850206,21.166122,2.0768478
100,35,0.88333553,21.303785,2.0988357
100,36,0.8991095,20.73134,2.0621767
100,37,0.90761304,20.309729,2.0401814
100,38,0.8945751,20.98003,2.060035
100,39,0.88476837,21.271732,2.0783522
100,40,0.90099365,20.668205,2.0607128
100,41,0.89150816,21.092758,2.074371
100,42,0.88114244,21.357336,2.0994797
100,43,0.8978061,20.803566,2.0662215
100,44,0.90886474,20.253502,2.0315678
100,45,0.8973791,20.826138,2.0525413
100,46,0.9110167,20.10449,2.021197
100,47,0.89195925,21.063982,2.0658557
100,48,0.8795951,21.406849,2.1014824
100,49,0.91138065,20.08018,2.0222754
100,50,0.9061119,20.399826,2.0446842
100,51,0.8744212,21.551376,2.093003
100,52,0.8863615,21.236076,2.0798857
100,53,0.87543154,21.523088,2.095326
100,54,0.8905167,21.106619,2.0772877
100,55,0.90254974,20.557163,2.0554676
100,56,0.91364354,19.962763,2.0089579
100,57,0.8880016,21.185682,2.0701852
100,58,0.9058324,20.429838,2.0505524
100,59,0.88182646,21.324368,2.0973501
100,60,0.8786007,21.418224,2.1023834
100,61,0.898839,20.74435,2.0661983
100,62,0.8896978,21.134127,2.0783198
100,63,0.8968762,20.859394,2.0716677
100,64,0.89004105,21.122828,2.0771644
100,65,0.90993834,20.197943,2.028777
100,66,0.9105185,20.138094,2.027871
100,67,0.8851837,21.265278,2.0802257
100,68,0.8946454,20.941345,2.059037
100,69,0.90961117,20.20743,2.0333622
100,70,0.9085346,20.271877,2.0383291
100,71,0.9139282,19.893917,2.0042229
100,72,0.9022962,20.58772,2.050795
100,73,0.895426,20.925026,2.0795622
100,74,0.9074303,20.32836,2.041305
100,75,0.8911717,21.104212,2.0718753
100,76,0.89273584,21.03175,2.0649471
100,77,0.8970511,20.843811,2.0529833
100,78,0.89346695,21.014717,2.0601983
100,79,0.89982736,20.71103,2.0586467
100,80,0.87895167,21.41684,2.103432
100,81,0.8922607,21.055948,2.0636785
100,82,0.9028999,20.548431,2.0534878
100,83,0.91226643,20.046177,2.0167732
100,84,0.8982336,20.78968,2.0686023
100,85,0.89865446,20.774885,2.0602396
100,86,0.90063715,20.682823,2.0585477
100,87,0.8951012,20.94108,2.082648
100,88,0.8814627,21.331951,2.0999043
100,89,0.90335464,20.538778,2.056805
100,90,0.8934144,21.017963,2.0639107
100,91,0.88904816,21.143421,2.0785687
100,92,0.9138203,19.929193,2.0036578
100,93,0.8890211,21.152964,2.0755339
100,94,0.9119073,20.073452,2.0202441
100,95,0.90162337,20.618776,2.071324
100,96,0.89268976,21.04206,2.0647538
100,97,0.91207963,20.06477,2.0198958
100,98,0.9060414,20.421507,2.0445116
100,99,0.9137658,19.933529,2.0081072
110,0,0.9152563,19.767172,1.9941944
110,1,0.87063164,21.60286,2.0836444
110,2,0.8804788,21.369627,2.0942848
110,3,0.8710468,21.59629,2.0849702
110,4,0.8849272,21.28456,2.0785942
110,5,0.913354,19.99714,2.0136108
110,6,0.87327254,21.594755,2.0944262
110,7,0.88609725,21.252584,2.0956473
110,8,0.8970949,20.867832,2.0608242
110,9,0.89405334,21.009531,2.0629168
110,10,0.8820697,21.357832,2.102415
110,11,0.88395095,21.316742,2.0987008
110,12,0.8980528,20.829588,2.0584462
110,13,0.9051655,20.448456,2.0536308
110,14,0.87796164,21.464249,2.0922077
110,15,0.91086805,20.13528,2.0209954
110,16,0.90505767,20.474268,2.049403
110,17,0.89084864,21.119226,2.0782402
110,18,0.8983101,20.801605,2.0651019
110,19,0.9077264,20.314085,2.0302503
110,20,0.87642217,21.521809,2.0996957
110,21,0.90442896,20.506264,2.0541005
110,22,0.8771172,21.507269,2.1007962
110,23,0.91442394,19.880228,2.0037577
110,24,0.91043067,20.177061,2.026428
110,25,0.8754441,21.522732,2.0952952
110,26,0.8931145,21.04308,2.06508
110,27,0.9082743,20.288446,2.0399456
110,28,0.91516274,19.815159,1.9986583
110,29,0.9067397,20.380405,2.0460234
110,30,0.87959063,21.4087,2.1037624
110,31,0.8987857,20.75821,2.0646143
110,32,0.8776435,21.49168,2.1020508
110,33,0.88688415,21.217684,2.098525
110,34,0.9001632,20.695034,2.0658505
110,35,0.89152426,21.09596,2.0746894
110,36,0.88000816,21.39227,2.0982285
110,37,0.9014029,20.63887,2.0568385
110,38,0.90284616,20.554571,2.0512657
110,39,0.91402245,19.90531,2.0060875
110,40,0.8749178,21.539812,2.0953238
110,41,0.88431954,21.292627,2.0822985
110,42,0.9127636,20.036407,2.0157974
110,43,0.90746516,20.339695,2.0410883
110,44,0.9070717,20.358585,2.0435452
110,45,0.87921643,21.43842,2.1001906
110,46,0.90597844,20.421043,2.0488915
110,47,0.90099365,20.668205,2.0607128
110,48,0.9118144,20.089014,2.0184054
110,49,0.8875917,21.211063,2.0803297
110,50,0.9138203,19.929193,2.0036578
110,51,0.8864782,21.242544,2.0810022
110,52,0.89684874,20.883726,2.0581596
110,53,0.89982736,20.720015,2.05929
110,54,0.8994356,20.731728,2.043148
110,55,0.8919871,21.066586,2.0658588
110,56,0.9089877,20.259245,2.036373
110,57,0.882897,21.330702,2.0979292
110,58,0.87394714,21.57387,2.093586
110,59,0.9063271,20.406773,2.047745
110,60,0.8926341,21.051294,2.0651429
110,61,0.8960949,20.91068,2.0608115
110,62,0.90087205,20.687115,2.0636299
110,63,0.8949392,20.952583,2.0617697
110,64,0.8964329,20.907421,2.0608356
110,65,0.90961117,20.20743,2.0333622
110,66,0.90343523,20.540411,2.0569172
110,67,0.91166276,20.115248,2.0250466
110,68,0.89562774,20.936298,2.0626113
110,69,0.90259147,20.579552,2.0534277
110,70,0.88236994,21.34984,2.0972614
110,71,0.8943155,20.992271,2.0607414
110,72,0.8989483,20.749468,2.0483744
110,73,0.88943964,21.157915,2.074649
110,74,0.9112711,20.123375,2.0208685
110,75,0.9093573,20.234383,2.0357728
110,76,0.888634,21.173964,2.0767348
110,77,0.8790431,21.45899,2.1024468
110,78,0.91364354,19.962763,2.0089579
110,79,0.915144,19.844538,2.0020466
110,80,0.9152138,19.768423,1.9941981
110,81,0.8900243,21.120861,2.0760045
110,82,0.91269857,20.042091,2.0162125
110,83,0.8887385,21.166231,2.0771313
110,84,0.8735632,21.593283,2.0948188
110,85,0.9022962,20.58772,2.050795
110,86,0.8918214,21.083433,2.0724196
110,87,0.8883339,21.201687,2.0821297
110,88,0.9120934,20.058746,2.0177963
110,89,0.8746844,21.564148,2.0957253
110,90,0.8897182,21.153437,2.0813088
110,91,0.9036852,20.531858,2.0550795
110,92,0.90162337,20.618776,2.071324
110,93,0.88984114,21.128351,2.0780923
110,94,0.89547294,20.941307,2.062151
110,95,0.9100357,20.192244,2.0323236
110,96,0.9148286,19.858177,2.0018952
110,97,0.90190595,20.599909,2.0604289
110,98,0.91207963,20.06477,2.0198958
110,99,0.913686,19.958754,2.008949
120,0,0.91559553,19.808662,1.9995683
120,1,0.87300956,21.618946,2.0931957
120,2,0.89531326,20.958353,2.0662603
120,3,0.89465463,21.008648,2.0609293
120,4,0.9146703,19.930883,2.0067265
120,5,0.9006067,20.702154,2.0646436
120,6,0.885614,21.257172,2.0978827
120,7,0.87847066,21.481234,2.100854
120,8,0.9088356,20.267714,2.0372179
120,9,0.9127636,20.036407,2.0157974
120,10,0.9113494,20.133148,2.0236785
120,11,0.8758211,21.570568,2.1027956
120,12,0.8767727,21.525381,2.102016
120,13,0.90746516,20.339695,2.0410883
120,14,0.9081233,20.314795,2.0394742
120,15,0.8762153,21.558239,2.102201
120,16,0.9011819,20.668756,2.050641
120,17,0.8776864,21.498102,2.1050375
120,18,0.9100357,20.192244,2.0323236
120,19,0.91252124,20.06743,2.0197692
120,20,0.87471247,21.58415,2.0894983
120,21,0.9072237,20.363997,2.046978
120,22,0.90663123,20.38587,2.043711
120,23,0.8883761,21.218918,2.0826924
120,24,0.9026886,20.586805,2.0636585
120,25,0.880825,21.408232,2.1039326
120,26,0.90845567,20.294928,2.0354273
120,27,0.90963656,20.226353,2.0320706
120,28,0.88652277,21.255781,2.081701
120,29,0.9095959,20.250181,2.032473
120,30,0.9118571,20.100163,2.0250478
120,31,0.9134542,20.01553,2.0127425
120,32,0.8887136,21.196413,2.0808556
120,33,0.90501386,20.493673,2.0545356
120,34,0.8849272,21.28456,2.0785942
120,35,0.88254136,21.346758,2.0998688
120,36,0.8888357,21.166708,2.0751667
120,37,0.89199,21.084272,2.0737116
120,38,0.8816848,21.380949,2.1008277
120,39,0.91086,20.148859,2.0227797
120,40,0.8771172,21.507269,2.1007962
120,41,0.915144,19.844538,2.0020466
120,42,0.89039785,21.136599,2.08049
120,43,0.90251726,20.613398,2.061167
120,44,0.90364754,20.541803,2.0608242
120,45,0.89405334,21.009531,2.0629168
120,46,0.89101154,21.130627,2.0714948
120,47,0.90140927,20.650873,2.054639
120,48,0.9060777,20.396673,2.0492904
120,49,0.88943964,21.157915,2.074649
120,50,0.89989454,20.710728,2.0495842
120,51,0.89382803,21.037804,2.0610812
120,52,0.88712025,21.245495,2.0813034
120,53,0.88998634,21.15295,2.0703082
120,54,0.91489816,19.880386,2.0044997
120,55,0.91359067,19.997383,2.0111122
120,56,0.9120211,20.08689,2.0241063
120,57,0.8833238,21.33235,2.098165
120,58,0.88449657,21.309923,2.0951066
120,59,0.8979599,20.836176,2.0644038
120,60,0.91429305,19.956308,2.0088265
120,61,0.88395095,21.316742,2.0987008
120,62,0.8926589,21.078196,2.0674503
120,63,0.87342286,21.608145,2.0939496
120,64,0.87398845,21.601957,2.0900433
120,65,0.9041294,20.533716,2.057836
120,66,0.8799808,21.414228,2.1072075
120,67,0.89149326,21.09627,2.0745695
120,68,0.89719987,20.876242,2.070476
120,69,0.87941,21.428246,2.1036992
120,70,0.89864886,20.815084,2.0591838
120,71,0.89122874,21.107868,2.0751843
120,72,0.8992785,20.750698,2.051923
120,73,0.8988601,20.782228,2.0706139
120,74,0.89293045,21.065367,2.0604658
120,75,0.90187544,20.634216,2.0532947
120,76,0.88239753,21.362457,2.0997813
120,77,0.8873944,21.220213,2.079868
120,78,0.9138329,19.970505,2.0089343
120,79,0.91529447,19.830214,1.999954
120,80,0.9053831,20.471426,2.053216
120,81,0.9054248,20.459679,2.05205
120,82,0.9032998,20.566965,2.049479
120,83,0.9044573,20.502876,2.053479
120,84,0.8990312,20.772713,2.0539181
120,85,0.87905973,21.459507,2.1025546
120,86,0.8978362,20.840374,2.0605378
120,87,0.87439454,21.591667,2.0907302
120,88,0.91054684,20.181776,2.0277772
120,89,0.9021119,20.627275,2.0512118
120,90,0.8969028,20.905508,2.0625813
120,91,0.87902796,21.461113,2.1024716
120,92,0.91490906,19.879839,2.0044231
120,93,0.91058975,20.167572,2.0269015
120,94,0.8818673,21.371563,2.0997903
120,95,0.9042686,20.511393,2.0567455
120,96,0.8997105,20.726618,2.0685852
120,97,0.8848288,21.293755,2.0972853
120,98,0.8956389,20.937037,2.0657184
120,99,0.8960949,20.91068,2.0608115
130,0,0.87300956,21.618946,2.0931957
130,1,0.916336,19.758999,1.9961867
130,2,0.9020476,20.636917,2.0594916
130,3,0.87729,21.53657,2.1025667
130,4,0.8987206,20.810753,2.058848
130,5,0.90123403,20.677755,2.056799
130,6,0.9091905,20.269318,2.0356188
130,7,0.91382533,20.003096,2.0121045
130,8,0.87623554,21.559155,2.1027355
130,9,0.8979599,20.836176,2.0644038
130,10,0.9125809,20.079811,2.0220854
130,11,0.8893581,21.190495,2.0809913
130,12,0.8852625,21.287807,2.084178
130,13,0.9146703,19.930883,2.0067265
130,14,0.8902899,21.170584,2.0822988
130,15,0.908759,20.323435,2.040432
130,16,0.90968007,20.226696,2.035803
130,17,0.8873864,21.242887,2.08336
130,18,0.91152453,20.138737,2.0275757
130,19,0.9108669,20.166643,2.0309608
130,20,0.89771855,20.864388,2.0553849
130,21,0.8988939,20.775707,2.0506825
130,22,0.9160161,19.807238,2.0010583
130,23,0.9134418,20.042698,2.0162885
130,24,0.8780025,21.52541,2.1037467
130,25,0.8747943,21.596716,2.0930882
130,26,0.8823784,21.382378,2.1004665
130,27,0.8782689,21.49974,2.1032548
130,28,0.9053831,20.471426,2.053216
130,29,0.874071,21.608664,2.0923853
130,30,0.88146526,21.393282,2.100505
130,31,0.9129621,20.045975,2.0165532
130,32,0.89285684,21.0881,2.069469
130,33,0.88632375,21.264202,2.080064
130,34,0.89735144,20.892841,2.0602915
130,35,0.8811677,21.40711,2.1017797
130,36,0.90887636,20.290512,2.0392609
130,37,0.90711695,20.373402,2.0425816
130,38,0.87988997,21.456823,2.1039822
130,39,0.8788655,21.485237,2.1040907
130,40,0.8751698,21.577131,2.1006117
130,41,0.88396114,21.32572,2.100483
130,42,0.8862617,21.267948,2.0800643
130,43,0.8833238,21.33235,2.098165
130,44,0.88454187,21.314802,2.0988073
130,45,0.8758211,21.570568,2.1027956
130,46,0.8832386,21.36202,2.0949192
130,47,0.9100447,20.218962,2.0318775
130,48,0.89540887,21.000546,2.0619955
130,49,0.8949495,21.01373,2.0637674
130,50,0.907756,20.332138,2.0398946
130,51,0.89696157,20.904766,2.0666873
130,52,0.8922698,21.114077,2.0727034
130,53,0.9148738,19.885782,2.0050936
130,54,0.90477204,20.505175,2.0580697
130,55,0.90501386,20.493673,2.0545356
130,56,0.91510266,19.866104,2.003606
130,57,0.8939983,21.056068,2.064136
130,58,0.90762645,20.354328,2.041487
130,59,0.9001763,20.728104,2.053434
130,60,0.90649986,20.399204,2.0426812
130,61,0.9104064,20.195883,2.031556
130,62,0.88055664,21.42865,2.1028118
130,63,0.89996946,20.749914,2.0577128
130,64,0.8846524,21.291542,2.0758846
130,65,0.8963964,20.936533,2.0672264
130,66,0.87902796,21.461113,2.1024716
130,67,0.88279665,21.372547,2.0961292
130,68,0.91537404,19.840878,2.0015364
130,69,0.9141366,19.974588,2.0123916
130,70,0.8966935,20.9256,2.070782
130,71,0.87343657,21.615143,2.0939958
130,72,0.8883864,21.222834,2.082512
130,73,0.8943152,21.034182,2.0630221
130,74,0.9042844,20.522621,2.0611107
130,75,0.8956429,20.938406,2.0723577
130,76,0.9118316,20.122816,2.0286124
130,77,0.914322,19.953125,2.0080175
130,78,0.90679574,20.390863,2.0520308
130,79,0.8954392,20.972845,2.0633218
130,80,0.8931842,21.079376,2.071681
130,81,0.90113705,20.698046,2.0537302
130,82,0.9120308,20.100874,2.0241077
130,83,0.9025973,20.620424,2.0596848
130,84,0.8915091,21.151932,2.0751624
130,85,0.90607613,20.419106,2.0534377
130,86,0.91054684,20.181776,2.0277772
130,87,0.8887136,21.196413,2.0808556
130,88,0.90575767,20.448711,2.0568788
130,89,0.90364236,20.580564,2.055613
130,90,0.88058436,21.428154,2.1030798
130,91,0.8946453,21.029278,2.060906
130,92,0.90055394,20.715696,2.0619237
130,93,0.89966255,20.768599,2.0596821
130,94,0.88787895,21.231419,2.0823567
130,95,0.9042613,20.53773,2.059515
130,96,0.8956387,20.958235,2.0792196
130,97,0.9006067,20.702154,2.0646436
130,98,0.9037632,20.558262,2.0539546
130,99,0.90394515,20.55135,2.0617337
140,0,0.8734805,21.638208,2.0940826
140,1,0.9164944,19.779428,1.9985664
140,2,0.9148738,19.885782,2.0050936
140,3,0.87764037,21.542156,2.1046615
140,4,0.8790371,21.503271,2.1076543
140,5,0.9098731,20.224764,2.028446
140,6,0.8796755,21.467607,2.1052551
140,7,0.89670736,20.915245,2.0712934
140,8,0.9164077,19.815046,2.0000358
140,9,0.87673765,21.582787,2.0996494
140,10,0.89647675,20.956123,2.0539818
140,11,0.8941165,21.071907,2.066564
140,12,0.90977174,20.271002,2.036301
140,13,0.87481886,21.605494,2.0958242
140,14,0.9155308,19.845749,2.0015588
140,15,0.9148154,19.932154,2.0060787
140,16,0.8815567,21.405762,2.101406
140,17,0.9125604,20.117075,2.0223963
140,18,0.89850533,20.833767,2.0535896
140,19,0.8832386,21.36202,2.0949192
140,20,0.905715,20.499979,2.0578117
140,21,0.90356624,20.583826,2.05587
140,22,0.89448977,21.053226,2.0619915
140,23,0.88007337,21.45321,2.1039295
140,24,0.91303295,20.078787,2.0182273
140,25,0.8823784,21.382378,2.1004665
140,26,0.9073347,20.394283,2.0515409
140,27,0.91434,19.974531,2.0114017
140,28,0.9043731,20.537176,2.05965
140,29,0.87829185,21.505713,2.1015651
140,30,0.89906234,20.81961,2.0650003
140,31,0.9105827,20.20896,2.0341449
140,32,0.8836919,21.343485,2.0976899
140,33,0.8919793,21.132343,2.074475
140,34,0.88895917,21.211609,2.0787206
140,35,0.89788306,20.869165,2.0573308
140,36,0.890238,21.172958,2.0821111
140,37,0.8931971,21.082693,2.0650547
140,38,0.9118936,20.125628,2.021688
140,39,0.9094288,20.28839,2.0370326
140,40,0.9031111,20.607384,2.0493581
140,41,0.9077854,20.374472,2.0448477
140,42,0.8840085,21.324732,2.0979855
140,43,0.90223604,20.630383,2.05812
140,44,0.874071,21.608664,2.0923853
140,45,0.8779457,21.528158,2.1045327
140,46,0.8848926,21.3021,2.0990732
140,47,0.91459715,19.954807,2.0072176
140,48,0.9048914,20.520868,2.0535605
140,49,0.8981599,20.859756,2.0650983
140,50,0.90030956,20.742987,2.0527558
140,51,0.90078217,20.717554,2.047572
140,52,0.91344905,20.037815,2.0156074
140,53,0.90880543,20.314365,2.0390835
140,54,0.8866103,21.266813,2.082404
140,55,0.9084902,20.343067,2.0391545
140,56,0.88821393,21.234814,2.0820537
140,57,0.88454187,21.314802,2.0988073
140,58,0.90280676,20.616755,2.0493107
140,59,0.91112226,20.1717,2.0271022
140,60,0.88728577,21.25092,2.08442
140,61,0.89937043,20.800179,2.0632398
140,62,0.9127817,20.084637,2.019237
140,63,0.87579364,21.600697,2.0972908
140,64,0.8825497,21.373224,2.100218
140,65,0.91382533,20.003096,2.0121045
140,66,0.9050508,20.50409,2.0533543
140,67,0.88737005,21.239895,2.0858128
140,68,0.899973,20.765057,2.0547273
140,69,0.9065399,20.433167,2.0537646
140,70,0.8884821,21.226974,2.0803986
140,71,0.87376845,21.624775,2.0945947
140,72,0.89735144,20.892841,2.0602915
140,73,0.9156603,19.832792,2.0002441
140,74,0.90191305,20.662502,2.0535889
140,75,0.8915091,21.151932,2.0751624
140,76,0.88559794,21.296577,2.0854158
140,77,0.90584224,20.460667,2.0463793
140,78,0.90161,20.68455,2.0547407
140,79,0.90899956,20.303751,2.0361874
140,80,0.89104116,21.166441,2.0763698
140,81,0.90116185,20.692501,2.0535069
140,82,0.913477,20.036552,2.0155225
140,83,0.91387254,19.996641,2.0097854
140,84,0.89484155,21.025654,2.0582075
140,85,0.9112819,20.14876,2.0210767
140,86,0.8971715,20.893425,2.0693011
140,87,0.91152453,20.138737,2.0275757
140,88,0.876049,21.600061,2.0982387
140,89,0.906042,20.438414,2.0516565
140,90,0.8895326,21.204138,2.0794737
140,91,0.9040004,20.568228,2.0519783
140,92,0.90412533,20.560635,2.0513263
140,93,0.88055664,21.42865,2.1028118
140,94,0.8766735,21.589382,2.0970044
140,95,0.9019902,20.64617,2.048288
140,96,0.90058035,20.729155,2.0515828
140,97,0.9069654,20.41394,2.0480313
140,98,0.8921991,21.113483,2.0754254
140,99,0.90797395,20.35634,2.04175
150,0,0.8733665,21.640879,2.0941179
150,1,0.9168008,19.724607,1.9934323
150,2,0.8923387,21.136868,2.07341
150,3,0.91639745,19.815466,2.0000553
150,4,0.8910928,21.169592,2.0774553
150,5,0.9157503,19.88187,2.0059066
150,6,0.9145285,19.966158,2.010184
150,7,0.915364,19.915762,2.006515
150,8,0.9095614,20.310513,2.037653
150,9,0.8932246,21.10541,2.0658326
150,10,0.9120513,20.148422,2.0304148
150,11,0.87559325,21.624756,2.097537
150,12,0.8969045,20.932598,2.0526323
150,13,0.8860382,21.284613,2.0963
150,14,0.88376343,21.38389,2.0988457
150,15,0.9126505,20.124292,2.024405
150,16,0.87741363,21.548143,2.096819
150,17,0.8897464,21.192757,2.0785582
150,18,0.88895917,21.211609,2.0787206
150,19,0.8869434,21.268925,2.0837224
150,20,0.908744,20.327707,2.0397053
150,21,0.8855455,21.305527,2.0962183
150,22,0.8848039,21.317196,2.0905247
150,23,0.9040904,20.574957,2.059371
150,24,0.876049,21.600061,2.0982387
150,25,0.90999824,20.274885,2.0351121
150,26,0.890238,21.172958,2.0821111
150,27,0.9164944,19.779428,1.9985664
150,28,0.8807158,21.447098,2.1071227
150,29,0.9068735,20.438004,2.0476944
150,30,0.9024354,20.63582,2.0579207
150,31,0.91097516,20.229145,2.0323234
150,32,0.8963829,20.960524,2.055934
150,33,0.90813774,20.374258,2.0394828
150,34,0.9127817,20.084637,2.019237
150,35,0.90356624,20.583826,2.05587
150,36,0.9139203,20.006609,2.0147789
150,37,0.90848255,20.350826,2.0406084
150,38,0.90199786,20.6641,2.0648081
150,39,0.8948457,21.038183,2.0626526
150,40,0.8801726,21.466825,2.0917065
150,41,0.8839357,21.33286,2.0945172
150,42,0.91367316,20.032797,2.014212
150,43,0.90458834,20.545626,2.0609896
150,44,0.905715,20.499979,2.0578117
150,45,0.9031111,20.607384,2.0493581
150,46,0.900786,20.720497,2.06316
150,47,0.9073849,20.38058,2.046536
150,48,0.87692064,21.57974,2.1003733
150,49,0.91441053,19.990742,2.0123668
150,50,0.8994063,20.800076,2.0649343
150,51,0.9111296,20.197227,2.0342114
150,52,0.8976506,20.884499,2.0715306
150,53,0.8957623,20.989094,2.061345
150,54,0.8829075,21.403763,2.0949461
150,55,0.8941446,21.068935,2.0618992
150,56,0.90647817,20.451715,2.0520656
150,57,0.88728577,21.25092,2.08442
150,58,0.90126514,20.70633,2.0672643
150,59,0.8779593,21.529648,2.10458
150,60,0.8945599,21.054853,2.060816
150,61,0.9115867,20.176332,2.0306902
150,62,0.91023743,20.237467,2.0335848
150,63,0.91347367,20.057398,2.0193088
150,64,0.87912387,21.50364,2.10717
150,65,0.902801,20.619879,2.0733387
150,66,0.87879163,21.511278,2.1021283
150,67,0.91319966,20.072624,2.0246992
150,68,0.87448907,21.62988,2.0979803
150,69,0.8832581,21.400858,2.1011555
150,70,0.89726603,20.900896,2.0744932
150,71,0.8814865,21.443178,2.0952415
150,72,0.8734805,21.638208,2.0940826
150,73,0.88854384,21.230244,2.0820756
150,74,0.89595544,20.969997,2.0614722
150,75,0.87826866,21.523945,2.1057982
150,76,0.87944597,21.4815,2.1019475
150,77,0.88190955,21.406162,2.100817
150,78,0.8982546,20.868708,2.0620394
150,79,0.8840992,21.327452,2.0944836
150,80,0.89906234,20.81961,2.0650003
150,81,0.87442243,21.630842,2.0978742
150,82,0.9001425,20.760735,2.064859
150,83,0.89526564,21.013956,2.0687115
150,84,0.9157248,19.904484,2.010323
150,85,0.9073106,20.40813,2.0487986
150,86,0.90607834,20.482693,2.0591238
150,87,0.9016269,20.694715,2.054359
150,88,0.906268,20.474821,2.0574665
150,89,0.89974517,20.782495,2.0717008
150,90,0.91007715,20.250275,2.0395527
150,91,0.88171,21.43421,2.092647
150,92,0.91651577,19.738241,1.9938183
150,93,0.9018649,20.683634,2.054988
150,94,0.89531523,21.007746,2.0626397
150,95,0.8796126,21.470339,2.1050584
150,96,0.88821393,21.234814,2.0820537
150,97,0.8934963,21.08476,2.0810187
150,98,0.8936093,21.07753,2.080705
150,99,0.8766735,21.589382,2.0970044
160,0,0.9168869,19.76948,1.9967555
160,1,0.8727082,21.717186,2.099133
160,2,0.8875997,21.249296,2.0874746
160,3,0.88171,21.43421,2.092647
160,4,0.8825984,21.420637,2.0986478
160,5,0.9032611,20.629154,2.060624
160,6,0.89379054,21.088293,2.0651681
160,7,0.9115029,20.191278,2.0284696
160,8,0.8968902,20.939678,2.0511544
160,9,0.9085673,20.359444,2.0477626
160,10,0.8864253,21.276134,2.0864034
160,11,0.8945599,21.054853,2.060816
160,12,0.9036963,20.59249,2.054154
160,13,0.90920186,20.329494,2.0418282
160,14,0.87404126,21.658566,2.0993736
160,15,0.91579694,19.875664,2.0057945
160,16,0.9052818,20.505451,2.0560691
